GP,Ortg,usg,ORB_per,DRB_per,AST_per,TO_per,FT_per,twoP_per,TPM,TP_per,stl_per,ftr,porpag,bpm,gbpm,blk,pts,height_cm,Height_Impact,REB_per,FT_efficiency
20,96.7,18.1,1.9,11.5,10.5,16.0,0.75,0.412,16,0.32,0.7,29.9,0.100874,-6.22106,-3.96621,0.05,3.85,193.04,-1200.9134224,13.4,22.424999999999997
28,105.2,27.6,9.6,16.1,15.3,18.8,0.742,0.582,1,0.091,0.3,47.0,0.639965,-1.12537,-2.91779,0.4138,3.1724,205.74,-231.53362380000002,25.700000000000003,34.874
34,103.9,18.9,3.4,9.7,11.0,18.4,0.625,0.496,46,0.357,1.5,24.2,1.86431,2.49119,2.48052,0.2647,9.1765,200.66,499.88218539999997,13.1,15.125
31,93.0,17.2,8.8,13.6,6.7,24.5,0.604,0.517,1,1.0,1.1,31.6,0.417557,-3.70797,-5.12762,0.1935,6.0645,203.2,-753.4595039999999,22.4,19.0864
2,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.8151,-7.81057,-5.76193,0.0,0.0,210.82,-1646.6243674,24.7,0.0
19,68.7,11.8,8.0,8.2,6.8,34.4,0.3,0.375,0,0.0,0.6,125.0,-0.484419,-7.62571,-12.7262,0.1053,0.4737,200.66,-1530.1749685999998,16.2,37.5
27,91.0,20.0,4.3,7.2,10.8,15.6,0.909,0.404,23,0.303,1.1,8.9,0.143504,-6.66461,-5.7378,0.1111,4.3333,193.04,-1286.5363143999998,11.5,8.090100000000001
16,80.9,17.0,2.8,4.1,14.4,27.4,0.615,0.333,1,0.25,2.0,100.0,-0.208192,-8.86814,-9.18236,0.0,1.0625,177.8,-1576.755292,6.8999999999999995,61.5
31,100.8,14.0,4.9,13.6,4.3,21.0,0.667,0.578,0,0.0,2.4,17.9,0.384653,3.46923,2.10749,0.3548,2.6452,195.58,678.5120034,18.5,11.9393
11,152.2,9.8,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.109216,-4.2444,-5.80359,0.0,0.2727,187.96,-797.777424,0.0,0.0
19,86.1,19.1,4.7,18.5,6.7,24.4,1.0,0.2,1,0.5,2.3,28.6,0.00492688,-3.50768,-5.88355,0.0,0.3684,187.96,-659.3035328000001,23.2,28.6
11,82.5,12.2,6.2,8.5,8.9,23.3,0.25,0.5,1,0.333,0.0,80.0,-0.15993,-6.15752,-8.6325,0.0,0.5455,190.5,-1173.00756,14.7,20.0
14,96.6,10.5,0.0,11.1,7.5,26.3,0.5,0.667,1,0.333,0.0,33.3,-0.0163576,-3.58899,-4.59859,0.0,0.5714,185.42000000000002,-665.4705258,11.1,16.65
24,80.7,16.1,3.6,6.9,5.7,14.7,0.917,0.324,7,0.212,1.9,17.1,-0.278969,-4.10806,-2.86542,0.0417,2.3333,187.96,-772.1509576000001,10.5,15.680700000000002
20,97.7,9.0,9.6,9.2,8.9,0.0,0.2,0.3,0,0.0,0.0,50.0,0.0232099,0.917461,-1.19407,0.15,0.35,200.66,184.09772425999998,18.799999999999997,10.0
12,79.7,18.4,8.9,15.5,8.7,14.5,0.8,0.278,0,0.0,0.9,26.3,-0.156383,-9.20576,-8.12585,0.1333,2.6667,198.12,-1823.8451712,24.4,21.040000000000003
35,118.3,21.8,3.5,8.9,7.8,12.9,0.849,0.5,18,0.346,1.9,50.0,1.34032,4.74114,4.09822,0.1429,4.3714,193.04,915.2296655999999,12.4,42.449999999999996
7,200.0,2.6,0.0,7.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.481657,-2.26699,-5.63762,0.0,0.2857,195.58,-443.3779042,7.0,0.0
32,113.2,16.1,3.5,13.3,11.9,10.8,0.659,0.506,47,0.364,0.8,14.3,2.83389,3.52772,2.89568,0.4375,10.25,203.2,716.8327039999999,16.8,9.4237
33,88.6,16.0,7.4,11.8,6.0,20.8,0.4,0.472,7,0.292,3.5,52.1,0.182743,3.41463,2.31202,0.2121,3.303,200.66,685.1796558,19.200000000000003,20.840000000000003
13,91.4,23.8,6.9,13.4,17.5,18.4,0.649,0.4,1,0.125,2.4,77.1,0.353879,-5.10723,-3.30326,0.0769,4.5385,190.5,-972.927315,20.3,50.0379
28,79.3,12.3,7.7,8.3,6.0,25.8,0.429,0.429,2,0.167,2.6,42.4,-0.45526,-2.54211,-4.0493,0.1071,1.0714,195.58,-497.1858738,16.0,18.1896
25,90.1,16.3,5.1,10.5,6.2,23.3,0.739,0.459,13,0.317,2.4,29.5,-0.058704,-4.03981,-2.53266,0.0,3.6,198.12,-800.3671572000001,15.6,21.8005
23,65.9,10.0,4.7,15.3,2.0,45.9,0.222,0.643,0,0.0,1.0,64.3,-0.816556,-3.63457,-4.48738,0.6087,0.8696,203.2,-738.544624,20.0,14.2746
30,96.0,13.0,11.6,12.3,6.6,21.0,0.56,0.405,0,0.0,1.4,67.6,0.125897,1.17129,-1.22351,0.3333,1.4667,200.66,235.0310514,23.9,37.856
2,0.0,16.0,0.0,20.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.76183,-22.8189,-27.6341,0.0,0.0,182.88,-4173.120432,20.1,0.0
31,93.6,19.4,6.7,9.7,6.4,21.6,0.839,0.468,20,0.29,2.4,21.2,0.681366,1.16566,0.969876,0.129,5.0968,198.12,230.9405592,16.4,17.7868
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.328423,-3.39514,-23.8748,0.0,0.0,198.12,-672.6451368,0.0,0.0
34,97.9,12.8,10.8,17.5,2.6,19.0,0.537,0.463,0,0.0,0.9,58.4,0.655942,2.30039,1.1341,1.5882,4.9706,205.74,473.2822386,28.3,31.3608
24,97.3,14.2,8.7,17.8,7.6,24.2,0.462,0.6,0,0.0,1.0,44.1,-0.115091,-0.701673,-3.88399,1.2917,3.25,208.28,-146.14445244,26.5,20.374200000000002
31,99.5,25.3,1.5,13.1,22.7,21.8,0.829,0.377,11,0.393,3.8,66.7,1.16267,-2.61029,-2.26906,0.0645,9.6129,193.04,-503.89038159999996,14.6,55.2943
34,94.9,15.4,10.1,19.1,7.9,23.9,0.415,0.536,0,0.0,1.5,73.2,0.248056,3.78081,0.385054,0.4412,2.2647,203.2,768.2605919999999,29.200000000000003,30.378
18,68.4,16.2,11.2,10.5,0.0,26.4,0.45,0.333,0,0.0,2.2,250.0,-0.350438,-11.064,-7.47136,0.0556,0.7222,193.04,-2135.79456,21.7,112.5
9,87.1,21.2,2.9,5.1,5.4,19.4,0.667,0.214,10,0.385,1.0,15.0,0.0976414,-10.8168,-6.65403,0.0,4.3,187.96,-2033.1257280000002,8.0,10.005
31,109.8,24.4,1.3,7.2,26.7,17.6,0.74,0.469,42,0.353,2.5,59.4,3.27552,3.40529,4.34342,0.2903,13.7097,185.42000000000002,631.4088718,8.5,43.955999999999996
19,88.1,19.8,9.3,13.6,5.2,12.9,0.588,0.337,2,0.333,2.7,57.3,0.179649,-4.24384,-3.98972,0.2632,4.8421,195.58,-830.0102272,22.9,33.6924
37,107.3,19.0,2.4,9.5,12.6,13.9,0.691,0.494,48,0.375,2.1,23.6,1.90023,2.74348,1.99942,0.1622,9.4324,195.58,536.5698184,11.9,16.3076
5,88.7,11.8,20.0,0.0,30.3,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.038296,-6.7677,-3.60881,0.0,0.0,180.34,-1220.487018,20.0,0.0
30,96.5,19.6,7.0,15.4,5.5,18.7,0.714,0.495,26,0.317,0.4,23.2,0.96196,-2.92906,-2.62126,0.3125,6.8125,205.74,-602.6248044,22.4,16.564799999999998
24,94.7,19.2,6.8,17.2,0.0,16.0,0.727,0.412,0,0.0,0.9,64.7,0.114749,-9.18311,-6.87801,0.3462,2.3846,203.2,-1866.0079519999997,24.0,47.0369
7,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,-0.500788,0.791927,-3.3205,0.0,0.0,195.58,154.88508266000002,0.0,0.0
26,70.1,17.5,10.2,17.4,1.8,10.9,0.538,0.263,0,0.0,2.5,22.4,-0.470321,-7.95725,-6.81988,0.1481,1.5185,203.2,-1616.9132,27.599999999999998,12.0512
35,108.4,12.2,1.3,6.9,14.0,19.0,0.66,0.475,60,0.403,2.5,22.4,0.992391,1.34841,-0.0323303,0.0556,7.7778,180.34,243.17225940000003,8.200000000000001,14.783999999999999
35,102.2,15.3,0.6,4.7,12.9,13.9,0.625,0.326,35,0.368,0.8,11.6,0.87835,0.299572,-0.168268,0.0,4.0857,180.34,54.02481448,5.3,7.25
36,97.2,21.3,4.1,8.2,19.9,20.7,0.863,0.46,12,0.273,2.8,20.9,1.22465,2.33355,2.68934,0.4167,7.3333,190.5,444.541275,12.299999999999999,18.0367
33,96.7,19.6,2.5,3.9,20.0,24.4,0.818,0.354,8,0.364,1.7,50.6,0.378569,-6.20713,-3.29141,0.0,3.2121,175.26,-1087.8616038,6.4,41.3908
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.402476,-6.32591,-10.3644,0.0,0.7143,190.5,-1205.085855,0.0,0.0
8,49.2,21.5,0.0,10.7,31.7,49.8,0.5,0.0,0,0.0,0.0,200.0,-0.159875,-17.9466,-10.6642,0.0,0.125,187.96,-3373.242936,10.7,100.0
21,97.5,10.7,6.6,13.9,8.1,21.8,0.857,0.385,2,0.25,1.6,33.3,-0.0933093,-0.13971,0.372179,0.2857,1.0476,190.5,-26.614755,20.5,28.538099999999996
11,53.1,25.9,4.3,4.0,0.0,32.7,0.25,0.5,0,0.0,0.0,50.0,-0.261852,-16.1591,-18.1062,0.0833,0.5833,203.2,-3283.5291199999997,8.3,12.5
33,94.7,16.0,7.0,10.8,7.0,25.6,0.577,0.512,6,0.353,2.4,53.6,0.332279,1.28395,-0.117199,0.303,3.9394,193.04,247.85370799999998,17.8,30.9272
22,52.3,8.9,4.1,10.4,1.6,46.9,0.0,0.333,1,0.25,1.1,0.0,-0.781457,-5.56776,-7.37115,0.0,0.3182,195.58,-1088.9425008,14.5,0.0
30,100.1,17.3,10.5,18.0,8.3,27.6,0.571,0.597,0,0.0,1.1,48.6,0.435883,3.19832,-0.65434,1.1,3.5333,208.28,666.1460896,28.5,27.7506
17,79.1,18.3,2.7,16.9,11.9,29.0,0.692,0.414,2,0.25,2.1,35.1,-0.404182,-8.09267,-4.60653,0.0,2.2941,193.04,-1562.2090168,19.599999999999998,24.289199999999997
13,92.8,13.3,0.0,2.0,0.0,13.7,1.0,0.0,5,0.333,0.9,12.5,-0.0304972,-9.31376,-5.41476,0.0667,1.7333,193.04,-1797.9282304,2.0,12.5
27,95.7,18.3,8.8,15.5,1.7,19.8,0.537,0.546,1,0.333,1.5,44.3,0.44193,-3.84463,-3.39367,0.8,6.3667,205.74,-790.9941762000001,24.3,23.7891
27,91.3,14.0,1.6,14.4,11.6,11.5,0.686,0.446,25,0.26,2.0,21.7,-0.111112,0.715722,0.804287,0.3704,5.8148,200.66,143.61677652,16.0,14.8862
31,110.7,23.4,13.6,21.1,12.0,17.1,0.59,0.588,2,0.111,1.6,36.4,2.91863,9.0547,8.30429,2.4839,11.8387,205.74,1862.9139780000003,34.7,21.476
32,98.3,18.9,3.5,18.6,9.6,18.2,0.628,0.582,19,0.345,1.0,32.1,0.393777,-2.43855,-2.4252,0.4286,5.9143,200.66,-489.31944300000004,22.1,20.1588
33,110.3,12.6,2.6,7.1,16.0,21.2,0.755,0.475,36,0.383,2.7,34.6,1.40093,0.618359,1.35726,0.3636,6.1818,198.12,122.50928508,9.7,26.123
32,102.3,20.3,10.7,20.2,5.0,10.4,0.525,0.463,0,0.0,1.9,74.4,0.652947,-0.224983,-0.148135,0.625,3.375,203.2,-45.716545599999996,30.9,39.06
32,101.0,15.7,4.8,10.5,5.5,9.6,0.636,0.45,28,0.315,1.4,17.1,0.412718,-2.01844,-1.8173,0.0625,4.1875,198.12,-399.8933328,15.3,10.8756
8,38.9,17.9,2.6,18.7,8.3,23.1,0.0,0.25,0,0.0,0.0,0.0,-0.95598,-13.5361,-11.6613,0.1,1.1,203.2,-2750.53552,21.3,0.0
21,64.7,25.3,1.4,8.9,22.0,31.2,0.71,0.326,2,0.087,2.5,47.0,-0.623767,-10.7884,-10.9369,0.0476,2.6667,193.04,-2082.5927359999996,10.3,33.37
8,70.9,29.9,12.1,11.9,0.0,19.6,0.833,0.2,1,0.143,0.0,50.0,-0.145063,-14.2167,-9.25827,0.0,1.4444,193.04,-2744.391768,24.0,41.65
13,40.0,11.1,3.1,16.3,0.0,37.5,0.0,0.0,1,0.333,0.0,40.0,-0.581634,-12.0442,-10.4978,0.1333,0.6667,205.74,-2477.973708,19.400000000000002,0.0
2,51.1,7.9,0.0,35.9,24.6,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.521251,-6.70194,-7.26846,0.0,0.0,182.88,-1225.6507872,35.9,0.0
22,80.4,20.1,3.4,5.7,9.2,22.6,0.368,0.318,19,0.311,1.6,22.9,-0.291457,-5.26702,-6.58325,0.1364,3.5455,195.58,-1030.1237716,9.1,8.4272
20,94.8,11.2,8.8,9.9,5.9,15.9,0.545,0.381,1,0.333,2.1,45.8,-0.107216,-1.09313,-0.923614,0.1739,1.3478,195.58,-213.7943654,18.700000000000003,24.961
33,101.4,20.7,1.1,17.1,5.4,14.6,0.68,0.522,24,0.353,1.5,21.9,0.62963,-1.04465,0.522614,0.1212,4.1515,203.2,-212.27288000000001,18.200000000000003,14.892
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.555218,-7.47877,-15.8817,0.0,0.0,182.88,-1367.7174576,0.0,0.0
10,33.1,15.8,3.7,23.8,25.5,76.8,0.0,0.0,0,0.0,0.0,0.0,-0.518025,-15.4835,-15.9871,0.0,0.0,187.96,-2910.27866,27.5,0.0
27,96.1,14.3,1.6,6.1,7.5,21.1,1.0,0.091,17,0.386,1.8,12.7,-0.0345784,-4.24883,-3.49179,0.0,2.2222,193.04,-820.1941432,7.699999999999999,12.7
29,110.3,18.4,8.9,14.3,3.1,16.0,0.813,0.439,40,0.396,1.7,10.1,1.55374,-0.189797,1.36545,0.069,6.3103,203.2,-38.5667504,23.200000000000003,8.2113
9,79.1,14.7,3.4,6.8,0.0,0.0,0.833,0.125,0,0.0,1.7,66.7,-0.137151,-9.67321,-8.78709,0.0,0.7778,208.28,-2014.7361787999998,10.2,55.5611
28,67.1,13.5,4.6,12.4,6.8,35.2,0.65,0.385,1,0.125,1.1,58.8,-0.905317,-11.5387,-9.7834,0.0,1.2857,193.04,-2227.430648,17.0,38.22
34,114.1,20.4,1.0,6.7,19.0,15.6,0.857,0.541,27,0.355,3.3,24.7,2.00288,3.12873,4.57014,0.0,7.5,185.42000000000002,580.1291166000001,7.7,21.1679
1,0.0,49.7,0.0,0.0,0.0,61.4,0.0,0.0,0,0.0,0.0,0.0,-0.814425,-46.3604,-63.4721,0.0,0.0,182.88,-8478.389952,0.0,0.0
33,120.4,13.0,8.6,17.9,5.4,16.3,0.8,0.485,1,0.333,1.9,97.2,0.717378,5.00557,3.92822,0.3333,1.9091,200.66,1004.4176762,26.5,77.76
28,96.9,24.3,6.2,21.0,9.1,18.9,0.662,0.52,11,0.324,1.6,41.4,0.741869,-0.803837,-1.38118,1.2069,7.4138,205.74,-165.38142438,27.2,27.4068
32,105.7,16.6,8.1,10.0,1.1,16.7,0.4,0.623,0,0.0,0.6,18.5,0.27663,-4.45912,-3.91999,0.2188,2.1875,208.28,-928.7455136000001,18.1,7.4
31,86.0,23.1,9.1,19.9,5.9,25.5,0.57,0.442,0,0.0,2.0,78.6,0.22143,-5.34553,-5.70206,0.9032,8.5806,200.66,-1072.6340498,29.0,44.80199999999999
24,77.3,21.8,0.7,6.8,10.0,28.9,0.833,0.368,12,0.279,1.7,9.7,-0.120847,-7.08177,-6.27432,0.0,2.2917,185.42000000000002,-1313.1017934000001,7.5,8.0801
24,69.5,13.2,3.0,10.3,1.1,25.1,0.455,0.273,6,0.3,0.3,35.5,-0.56561,-7.29593,-7.70206,0.0833,1.2083,208.28,-1519.5963004,13.3,16.1525
23,99.0,10.4,3.0,13.3,3.0,27.2,0.6,0.692,1,0.25,0.9,29.4,-0.0608172,-2.18897,-2.72678,0.4,1.56,203.2,-444.79870399999993,16.3,17.639999999999997
23,96.2,14.1,11.2,18.2,1.5,19.8,0.733,0.39,0,0.0,0.6,36.6,0.18965,1.97998,-1.735,0.6957,1.8696,213.36,422.44853280000007,29.4,26.8278
7,100.6,14.5,19.7,15.4,0.0,21.2,0.583,0.4,0,0.0,0.0,120.0,0.291693,-6.14534,-4.17263,0.1429,2.1429,210.82,-1295.5605788,35.1,69.96
27,79.7,10.3,5.0,15.1,10.2,30.8,0.667,0.438,2,0.286,1.3,13.0,-0.379816,-3.37537,-1.55224,0.1111,0.8148,200.66,-677.3017442,20.1,8.671000000000001
27,105.9,16.3,6.0,8.2,6.3,14.7,0.638,0.511,0,0.0,1.3,50.0,1.08492,0.0218812,-0.273604,0.2593,4.6667,203.2,4.44625984,14.2,31.900000000000002
32,76.8,17.8,2.2,5.6,15.1,24.3,0.625,0.404,4,0.235,1.7,11.6,-0.442314,-7.77884,-6.71326,0.0625,1.8438,182.88,-1422.5942592,7.8,7.25
11,20.7,11.3,0.0,5.9,11.4,65.8,0.0,0.0,0,0.0,1.5,0.0,-0.865213,-13.0377,-15.8408,0.0,0.2308,187.96,-2450.566092,5.9,0.0
5,47.9,29.4,14.7,56.7,0.0,76.6,0.0,1.0,0,0.0,0.0,0.0,-0.204051,-29.7001,-19.7597,0.0,0.25,200.66,-5959.622066,71.4,0.0
13,116.8,9.2,5.4,10.8,0.0,0.0,0.625,0.429,0,0.0,0.0,114.3,0.17463,-7.73536,-6.3855,0.0,1.0714,195.58,-1512.8817088,16.200000000000003,71.4375
25,77.3,19.2,0.4,11.6,17.2,17.3,0.167,0.31,15,0.273,1.9,7.1,-0.357175,-8.63131,-8.04863,0.0,2.56,182.88,-1578.4939727999997,12.0,1.1857
13,49.9,18.3,3.2,11.9,0.0,40.0,0.0,0.5,1,0.25,1.5,25.0,-0.483856,-16.6183,-16.1127,0.0,0.5385,182.88,-3039.154704,15.100000000000001,0.0
32,98.6,10.9,1.1,6.6,8.3,18.2,0.708,0.364,16,0.34,0.9,34.8,-0.169487,-5.55979,-6.34653,0.0,2.5312,193.04,-1073.2618616,7.699999999999999,24.638399999999997
25,72.9,18.6,2.3,9.5,26.3,34.6,0.683,0.317,8,0.286,3.3,46.5,-1.43418,-6.81767,-7.46866,0.0,5.16,172.72,-1177.5479624,11.8,31.759500000000003
17,64.8,11.4,3.0,3.0,6.3,6.6,0.75,0.25,1,0.083,3.8,25.0,-0.509978,-5.97437,-10.2473,0.0,0.6111,180.34,-1077.4178858,6.0,18.75
12,69.7,21.5,8.6,16.4,11.1,30.1,0.0,0.364,0,0.0,0.0,0.0,-0.190291,-7.18991,-9.37535,0.25,0.6667,213.36,-1534.0391976,25.0,0.0
20,110.2,21.4,6.7,2.2,0.0,5.3,0.8,0.333,14,0.311,1.1,10.4,0.36849,-4.21904,1.17451,0.1429,2.5714,193.04,-814.4434815999999,8.9,8.32
8,122.0,20.2,13.5,6.3,0.0,5.2,0.529,0.615,0,0.0,3.2,130.8,0.868621,4.80715,6.31834,0.25,3.125,200.66,964.602719,19.8,69.1932
26,89.4,15.7,1.7,6.6,6.0,18.7,0.96,0.182,18,0.316,1.2,31.6,-0.0930609,-7.35326,-7.93577,0.0385,3.3077,193.04,-1419.4733104,8.299999999999999,30.336
3,85.2,24.5,0.0,0.0,0.0,41.3,0.0,0.0,1,0.5,0.0,0.0,0.0209109,-10.1639,-11.0375,0.0,1.0,185.42000000000002,-1884.5903380000002,0.0,0.0
5,0.0,21.8,0.0,21.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.364091,-28.7434,-32.1849,0.0,0.0,193.04,-5548.625936,21.8,0.0
24,81.5,22.9,7.8,11.9,3.8,18.6,0.531,0.392,15,0.313,0.9,26.2,-0.130629,-8.96689,-7.79668,0.0,5.0,195.58,-1753.7443461999999,19.7,13.9122
16,97.7,18.5,11.3,15.4,14.2,10.6,0.789,0.391,0,0.0,2.3,33.3,0.205777,-1.32454,-2.45778,0.3529,3.0,195.58,-259.0535332,26.700000000000003,26.273699999999998
34,91.5,20.6,3.2,13.8,17.0,17.0,0.64,0.397,14,0.212,1.9,48.9,0.650918,0.995979,0.626831,0.0857,5.6286,193.04,192.26378616,17.0,31.296
34,88.0,20.8,9.3,11.1,14.9,27.2,0.375,0.557,0,0.0,3.3,30.4,0.280617,2.63281,1.81725,0.1176,2.5588,195.58,514.9249798000001,20.4,11.399999999999999
32,110.0,16.2,6.6,14.5,3.0,14.6,0.667,0.557,0,0.0,0.6,32.1,0.880118,-2.0207,-0.875986,1.0625,5.8125,203.2,-410.60624,21.1,21.410700000000002
33,104.1,15.7,5.8,9.6,4.6,16.5,0.621,0.525,0,0.0,0.9,47.5,0.377324,-3.10779,-4.10886,0.3333,2.4848,203.2,-631.502928,15.399999999999999,29.4975
13,86.0,12.5,6.0,6.9,8.4,24.5,0.0,0.0,1,0.333,0.0,0.0,-0.0780584,-5.97853,-8.36184,0.0,0.2308,193.04,-1154.0954312,12.9,0.0
16,58.2,10.7,12.1,11.4,0.0,33.9,0.0,0.222,0,0.0,5.5,0.0,-0.539254,-5.20305,-5.08096,0.125,0.25,200.66,-1044.044013,23.5,0.0
19,82.1,14.7,0.9,4.3,6.3,10.6,0.333,0.375,6,0.25,1.6,9.4,-0.158915,-4.50022,-7.48045,0.0,1.3158,182.88,-823.0002335999999,5.2,3.1302000000000003
7,31.5,28.9,0.0,10.8,10.4,41.4,0.0,0.0,1,0.143,0.0,0.0,-0.538765,-21.6922,-23.1997,0.0,0.3333,193.04,-4187.462288,10.8,0.0
29,90.1,24.8,11.0,22.9,13.2,19.2,0.613,0.433,1,0.333,1.9,38.6,0.889072,0.474051,-0.706007,1.2414,9.1724,203.2,96.3271632,33.9,23.6618
21,90.1,21.7,6.4,16.8,2.5,23.4,0.75,0.514,11,0.333,1.3,5.7,0.199091,-6.83844,-3.28121,0.2381,3.5238,203.2,-1389.571008,23.200000000000003,4.275
2,0.0,13.6,0.0,39.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.461195,-21.0478,-18.4324,0.0,0.0,187.96,-3956.144488,39.5,0.0
37,109.9,20.1,16.6,16.4,5.7,19.2,0.488,0.602,0,0.0,1.3,36.3,1.13342,4.00485,1.20418,0.4324,4.2162,205.74,823.957839,33.0,17.714399999999998
34,103.1,15.3,0.8,5.4,11.1,17.8,0.611,0.583,36,0.35,2.3,12.9,0.635058,-1.21728,-2.20471,0.0882,4.7353,185.42000000000002,-225.70805760000002,6.2,7.8819
35,109.3,20.1,10.5,15.9,3.0,16.3,0.52,0.631,3,0.158,2.4,47.7,2.17737,2.94295,3.10316,0.6,8.8,193.04,568.107068,26.4,24.804000000000002
31,63.4,20.7,1.7,12.0,7.0,26.8,0.471,0.385,5,0.172,0.2,50.0,-0.697755,-9.06087,-8.55385,0.0323,1.9677,203.2,-1841.1687839999997,13.7,23.549999999999997
31,88.1,17.0,4.9,14.7,3.0,18.1,0.688,0.46,32,0.286,0.9,9.1,0.347903,-1.88327,-2.19058,0.4194,5.3226,200.66,-377.8969582,19.6,6.260799999999999
16,83.0,20.7,7.2,0.0,12.7,9.0,0.5,0.0,2,0.222,1.9,40.0,0.01064,-2.77227,-4.10822,0.0,0.5,180.34,-499.9511718,7.2,20.0
4,66.1,13.9,0.0,37.7,23.9,51.3,0.0,0.5,0,0.0,0.0,0.0,-0.369726,-11.3661,-13.8901,0.0,0.5,185.42000000000002,-2107.502262,37.7,0.0
30,111.2,16.3,12.2,15.8,8.0,16.6,0.5,0.569,0,0.0,2.0,29.7,0.88741,6.61297,2.60261,0.7667,3.1,205.74,1360.5524478,28.0,14.85
16,82.8,21.8,0.0,9.4,7.6,29.2,0.688,0.25,8,0.364,4.5,47.1,-0.0173789,-1.03425,-3.53128,0.0625,2.5625,185.42000000000002,-191.770635,9.4,32.4048
31,90.8,20.1,2.2,8.9,10.2,26.1,0.935,0.365,32,0.39,1.3,18.6,0.282136,-5.04027,-4.5741,0.0,6.1515,187.96,-947.3691491999999,11.100000000000001,17.391000000000002
27,110.9,12.4,0.5,12.9,25.1,32.5,0.875,0.615,7,0.412,2.6,26.7,0.400672,2.83843,3.43874,0.1071,1.6786,182.88,519.0920784,13.4,23.3625
29,116.7,10.7,10.3,13.5,4.1,14.2,0.59,0.542,0,0.0,1.5,79.6,0.672121,0.611737,-3.65584,0.4483,2.5862,203.2,124.30495839999999,23.8,46.96399999999999
21,78.1,22.0,6.0,12.8,3.8,30.4,0.773,0.462,0,0.0,0.9,21.2,-0.297522,-9.71949,-10.3177,0.5714,5.381,203.2,-1975.000368,18.8,16.3876
21,93.6,20.2,3.6,6.8,9.9,20.6,0.772,0.419,9,0.281,1.2,63.2,0.461522,-6.32787,-6.31586,0.24,8.04,200.66,-1269.7503941999998,10.4,48.790400000000005
3,174.1,23.3,39.7,38.1,56.2,0.0,0.5,0.0,0,0.0,0.0,0.0,0.303505,25.5599,22.499,0.0,0.3333,195.58,4999.005242,77.80000000000001,0.0
33,120.5,22.9,2.6,8.8,11.3,7.4,0.804,0.606,73,0.372,1.4,23.3,4.77423,3.62315,4.16329,0.0909,17.9697,195.58,708.615677,11.4,18.7332
29,102.8,15.3,4.3,9.6,2.8,16.1,0.65,0.548,0,0.0,0.4,27.4,0.412488,-4.44092,-4.58671,0.2414,3.2069,208.28,-924.9548176000001,13.899999999999999,17.81
18,65.8,11.5,1.7,11.9,9.7,29.3,0.455,0.385,2,0.182,1.8,45.8,-1.1132,-8.71687,-9.4386,0.1667,1.1667,193.04,-1682.7045848,13.6,20.839
32,92.8,14.9,2.4,8.4,9.1,20.7,0.792,0.459,13,0.236,0.5,41.4,-0.163334,-6.29978,-6.51089,0.0,4.1562,190.5,-1200.10809,10.8,32.7888
7,14.6,18.1,0.0,18.9,13.8,55.2,0.0,0.0,0,0.0,0.0,0.0,-0.423877,-17.6814,-19.4639,0.0,0.0,195.58,-3458.128212,18.9,0.0
25,97.8,21.7,2.4,9.5,14.6,12.8,0.684,0.436,24,0.273,1.6,47.6,1.04502,-0.121822,1.62325,0.44,7.76,198.12,-24.135374640000002,11.9,32.558400000000006
1,0.0,34.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.320783,-33.3318,-37.6564,0.0,0.0,187.96,-6265.045128000001,0.0,0.0
24,90.6,17.5,5.6,9.9,7.6,25.7,0.667,0.381,12,0.48,2.2,13.4,-0.081301,-5.24984,-4.31589,0.0,3.6538,190.5,-1000.09452,15.5,8.937800000000001
4,67.0,15.8,3.1,12.8,4.9,38.6,1.0,0.0,2,0.4,0.0,14.3,-0.741286,-7.02005,-3.92737,0.0,1.75,193.04,-1355.150452,15.9,14.3
21,105.0,10.2,1.0,6.2,9.1,23.0,0.5,0.429,12,0.4,0.8,5.4,0.12539,-4.54232,-5.1845,0.0,2.0476,190.5,-865.31196,7.2,2.7
8,74.1,21.9,1.2,13.9,22.8,37.4,0.333,0.353,4,0.571,1.9,12.5,-0.526767,-11.2289,-8.78646,0.0,3.125,180.34,-2025.019826,15.1,4.1625000000000005
26,93.2,17.2,7.8,8.1,11.3,23.5,0.548,0.493,0,0.0,1.0,42.5,0.278881,-3.36232,-4.56915,0.2308,3.4231,208.28,-700.3040096,15.899999999999999,23.290000000000003
